word,ipa
antropocéntrico,[ãn̪.t̪ɾo.poˈθẽn̪.t̪ɾi.ko]
antropofagia,/antɾopoˈfaxja/
antropofagia,[ãn̪.t̪ɾo.poˈfa.xja]
antropofobia,/ˌantɾopoˈfobja/
antropofobia,[ˌãn̪.t̪ɾo.poˈfo.β̞ja]
antropogonía,/antɾopoɡoˈnia/
antropogonía,[ãn̪.t̪ɾo.po.ɣ̞oˈni.a]
antropogénica,/antɾopoˈxenika/
antropogénica,[ãn̪.t̪ɾo.poˈxe.ni.ka]
antropogénicas,/antɾopoˈxenikas/
antropogénicas,[ãn̪.t̪ɾo.poˈxe.ni.kas]
antropogénico,/antɾopoˈxeniko/
antropogénico,[ãn̪.t̪ɾo.poˈxe.ni.ko]
antropogénicos,/antɾopoˈxenikos/
antropogénicos,[ãn̪.t̪ɾo.poˈxe.ni.kos]
antropoide,/antɾoˈpoide/
antropoide,[ãn̪.t̪ɾoˈpoi̯.ð̞e]
antropología,/antɾopoloˈxia/
antropología,[ãn̪.t̪ɾo.po.loˈxi.a]
antropológica,/antɾopoˈloxika/
antropológica,[ãn̪.t̪ɾo.poˈlo.xi.ka]
antropológicamente,/antɾopoˌloxikaˈmente/
antropológicamente,[ãn̪.t̪ɾo.poˌlo.xi.kaˈmẽn̪.t̪e]
antropológico,/antɾopoˈloxiko/
antropológico,[ãn̪.t̪ɾo.poˈlo.xi.ko]
antropomorfización,/antɾopomoɾfisaˈsjon/
antropomorfización,/antɾopomoɾfiθaˈθjon/
antropomorfización,[ãn̪.t̪ɾo.po.moɾ.fi.saˈsjõn]
antropomorfización,[ãn̪.t̪ɾo.po.moɾ.fi.θaˈθjõn]
antropomorfizada,/antɾopomoɾfiˈsada/
antropomorfizada,/antɾopomoɾfiˈθada/
antropomorfizada,[ãn̪.t̪ɾo.po.moɾ.fiˈsa.ð̞a]
antropomorfizada,[ãn̪.t̪ɾo.po.moɾ.fiˈθa.ð̞a]
antropomorfizadas,/antɾopomoɾfiˈsadas/
antropomorfizadas,/antɾopomoɾfiˈθadas/
antropomorfizadas,[ãn̪.t̪ɾo.po.moɾ.fiˈsa.ð̞as]
antropomorfizadas,[ãn̪.t̪ɾo.po.moɾ.fiˈθa.ð̞as]
antropomorfizado,/antɾopomoɾfiˈsado/
antropomorfizado,/antɾopomoɾfiˈθado/
antropomorfizado,[ãn̪.t̪ɾo.po.moɾ.fiˈsa.ð̞o]
antropomorfizado,[ãn̪.t̪ɾo.po.moɾ.fiˈθa.ð̞o]
antropomorfizados,/antɾopomoɾfiˈsados/
antropomorfizados,/antɾopomoɾfiˈθados/
antropomorfizados,[ãn̪.t̪ɾo.po.moɾ.fiˈsa.ð̞os]
antropomorfizados,[ãn̪.t̪ɾo.po.moɾ.fiˈθa.ð̞os]
antropomorfizar,/antɾopomoɾfiˈsaɾ/
antropomorfizar,/antɾopomoɾfiˈθaɾ/
antropomorfizar,[ãn̪.t̪ɾo.po.moɾ.fiˈsaɾ]
antropomorfizar,[ãn̪.t̪ɾo.po.moɾ.fiˈθaɾ]
antropomorfo,/antɾopoˈmoɾfo/
antropomorfo,[ãn̪.t̪ɾo.poˈmoɾ.fo]
antropométrica,/antɾopoˈmetɾika/
antropométrica,[ãn̪.t̪ɾo.poˈme.t̪ɾi.ka]
antropométricas,/antɾopoˈmetɾikas/
antropométricas,[ãn̪.t̪ɾo.poˈme.t̪ɾi.kas]
antropométrico,/antɾopoˈmetɾiko/
antropométrico,[ãn̪.t̪ɾo.poˈme.t̪ɾi.ko]
antropométricos,/antɾopoˈmetɾikos/
antropométricos,[ãn̪.t̪ɾo.poˈme.t̪ɾi.kos]
antropomórfica,/antɾopoˈmoɾfika/
antropomórfica,[ãn̪.t̪ɾo.poˈmoɾ.fi.ka]
antropomórficas,/antɾopoˈmoɾfikas/
antropomórficas,[ãn̪.t̪ɾo.poˈmoɾ.fi.kas]
antropomórfico,/antɾopoˈmoɾfiko/
antropomórfico,[ãn̪.t̪ɾo.poˈmoɾ.fi.ko]
antropomórficos,/antɾopoˈmoɾfikos/
antropomórficos,[ãn̪.t̪ɾo.poˈmoɾ.fi.kos]
antroponimia,/antɾopoˈnimja/
antroponimia,[ãn̪.t̪ɾo.poˈni.mja]
antroponube,/anˌtɾopoˈnube/
antroponube,[ãn̪ˌt̪ɾo.poˈnu.β̞e]
antroponímico,/antɾopoˈnimiko/
antroponímico,[ãn̪.t̪ɾo.poˈni.mi.ko]
antroposófica,/antɾopoˈsofika/
antroposófica,[ãn̪.t̪ɾo.poˈso.fi.ka]
antroposóficas,/antɾopoˈsofikas/
antroposóficas,[ãn̪.t̪ɾo.poˈso.fi.kas]
antroposófico,/antɾopoˈsofiko/
antroposófico,[ãn̪.t̪ɾo.poˈso.fi.ko]
antroposóficos,/antɾopoˈsofikos/
antroposóficos,[ãn̪.t̪ɾo.poˈso.fi.kos]
antropófago,/antɾoˈpofaɡo/
antropófago,[ãn̪.t̪ɾoˈpo.fa.ɣ̞o]
antropóloga,/antɾoˈpoloɡa/
antropóloga,[ãn̪.t̪ɾoˈpo.lo.ɣ̞a]
antropólogo,/antɾoˈpoloɡo/
antropólogo,[ãn̪.t̪ɾoˈpo.lo.ɣ̞o]
antropónimo,/antɾoˈponimo/
antropónimo,[ãn̪.t̪ɾoˈpo.ni.mo]
antrorsamente,/anˌtɾoɾsaˈmente/
antrorsamente,[ãn̪ˌt̪ɾoɾ.saˈmẽn̪.t̪e]
antruejo,/anˈtɾwexo/
antruejo,[ãn̪ˈt̪ɾwe.xo]
antruejos,/anˈtɾwexos/
antruejos,[ãn̪ˈt̪ɾwe.xos]
antrustión,/antɾusˈtjon/
antrustión,[ãn̪.t̪ɾusˈt̪jõn]
antrópica,/anˈtɾopika/
antrópica,[ãn̪ˈt̪ɾo.pi.ka]
antrópicas,/anˈtɾopikas/
antrópicas,[ãn̪ˈt̪ɾo.pi.kas]
antrópico,/anˈtɾopiko/
antrópico,[ãn̪ˈt̪ɾo.pi.ko]
antrópicos,/anˈtɾopikos/
antrópicos,[ãn̪ˈt̪ɾo.pi.kos]
anturio,/anˈtuɾjo/
anturio,[ãn̪ˈt̪u.ɾjo]
antárctico,/anˈtaɾɡtiko/
antárctico,[ãn̪ˈt̪aɾɣ̞.t̪i.ko]
antártica,/anˈtaɾtika/
antártica,[ãn̪ˈt̪aɾ.t̪i.ka]
antártica chilena,/anˌtaɾtika t͡ʃiˈlena/
antártica chilena,[ãn̪ˌt̪aɾ.t̪i.ka t͡ʃiˈle.na]
antártico,/anˈtaɾtiko/
antártico,[ãn̪ˈt̪aɾ.t̪i.ko]
antártida,/anˈtaɾtida/
antártida,[ãn̪ˈt̪aɾ.t̪i.ð̞a]
antídoto,/anˈtidoto/
antídoto,[ãn̪ˈt̪i.ð̞o.t̪o]
antífona,/anˈtifona/
antífona,[ãn̪ˈt̪i.fo.na]
antífrasis,/anˈtifɾasis/
antífrasis,[ãn̪ˈt̪i.fɾa.sis]
antígeno,/anˈtixeno/
antígeno,[ãn̪ˈt̪i.xe.no]
antílope,/anˈtilope/
antílope,[ãn̪ˈt̪i.lo.pe]
antípoda,/anˈtipoda/
antípoda,[ãn̪ˈt̪i.po.ð̞a]
antístenes,/anˈtistenes/
antístenes,[ãn̪ˈt̪is.t̪e.nes]
antítesis,/anˈtitesis/
antítesis,[ãn̪ˈt̪i.t̪e.sis]
antócera,/anˈtoseɾa/
antócera,/anˈtoθeɾa/
antócera,[ãn̪ˈt̪o.se.ɾa]
antócera,[ãn̪ˈt̪o.θe.ɾa]
antófilo,/anˈtofilo/
antófilo,[ãn̪ˈt̪o.fi.lo]
antóloga,/anˈtoloɡa/
antóloga,[ãn̪ˈt̪o.lo.ɣ̞a]
antólogo,/anˈtoloɡo/
antólogo,[ãn̪ˈt̪o.lo.ɣ̞o]
antón,/anˈton/
antón,[ãn̪ˈt̪õn]
antónima,/anˈtonima/
antónima,[ãn̪ˈt̪o.ni.ma]
antónimas,/anˈtonimas/
antónimas,[ãn̪ˈt̪o.ni.mas]
antónimo,/anˈtonimo/
antónimo,[ãn̪ˈt̪o.ni.mo]
antónimos,/anˈtonimos/
antónimos,[ãn̪ˈt̪o.ni.mos]
antúnez,/anˈtunes/
antúnez,/anˈtuneθ/
antúnez,[ãn̪ˈt̪u.nes]
antúnez,[ãn̪ˈt̪u.neθ]
anua,/ˈanwa/
anua,[ˈa.nwa]
anual,/aˈnwal/
anual,[aˈnwal]
anualidad,/anwaliˈdad/
anualidad,[a.nwa.liˈð̞að̞]
anualizada,/anwaliˈsada/
anualizada,/anwaliˈθada/
anualizada,[a.nwa.liˈsa.ð̞a]
anualizada,[a.nwa.liˈθa.ð̞a]
anualizadas,/anwaliˈsadas/
anualizadas,/anwaliˈθadas/
anualizadas,[a.nwa.liˈsa.ð̞as]
anualizadas,[a.nwa.liˈθa.ð̞as]
anualizado,/anwaliˈsado/
anualizado,/anwaliˈθado/
anualizado,[a.nwa.liˈsa.ð̞o]
anualizado,[a.nwa.liˈθa.ð̞o]
anualizados,/anwaliˈsados/
anualizados,/anwaliˈθados/
anualizados,[a.nwa.liˈsa.ð̞os]
anualizados,[a.nwa.liˈθa.ð̞os]
anualizar,/anwaliˈsaɾ/
anualizar,/anwaliˈθaɾ/
anualizar,[a.nwa.liˈsaɾ]
anualizar,[a.nwa.liˈθaɾ]
anualmente,/aˌnwalˈmente/
anualmente,[aˌnwalˈmẽn̪.t̪e]
anuario,/aˈnwaɾjo/
anuario,[aˈnwa.ɾjo]
anuas,/ˈanwas/
anuas,[ˈa.nwas]
anubis,/aˈnubis/
anubis,[aˈnu.β̞is]
anublada,/anuˈblada/
anublada,[a.nuˈβ̞la.ð̞a]
anubladas,/anuˈbladas/
anubladas,[a.nuˈβ̞la.ð̞as]
anublado,/anuˈblado/
anublado,[a.nuˈβ̞la.ð̞o]
anublados,/anuˈblados/
anublados,[a.nuˈβ̞la.ð̞os]
anublar,/anuˈblaɾ/
anublar,[a.nuˈβ̞laɾ]
anudada,/anuˈdada/
anudada,[a.nuˈð̞a.ð̞a]
anudadas,/anuˈdadas/
anudadas,[a.nuˈð̞a.ð̞as]
anudado,/anuˈdado/
anudado,[a.nuˈð̞a.ð̞o]
anudados,/anuˈdados/
anudados,[a.nuˈð̞a.ð̞os]
anudamiento,/anudaˈmjento/
anudamiento,[a.nu.ð̞aˈmjẽn̪.t̪o]
anudar,/anuˈdaɾ/
anudar,[a.nuˈð̞aɾ]
anudare,/anuˈdaɾe/
anudare,[a.nuˈð̞a.ɾe]
anudaré,/anudaˈɾe/
anudaré,[a.nu.ð̞aˈɾe]
anuencia,/aˈnwensja/
anuencia,/aˈnwenθja/
anuencia,[aˈnwẽn.sja]
anuencia,[aˈnwẽn̟.θja]
anuente,/aˈnwente/
anuente,[aˈnwẽn̪.t̪e]
anulabilidad,/anulabiliˈdad/
anulabilidad,[a.nu.la.β̞i.liˈð̞að̞]
anulable,/anuˈlable/
anulable,[a.nuˈla.β̞le]
anulación,/anulaˈsjon/
anulación,/anulaˈθjon/
anulación,[a.nu.laˈsjõn]
anulación,[a.nu.laˈθjõn]
anulada,/anuˈlada/
anulada,[a.nuˈla.ð̞a]
anuladas,/anuˈladas/
anuladas,[a.nuˈla.ð̞as]
anulado,/anuˈlado/
anulado,[a.nuˈla.ð̞o]
anulador,/anulaˈdoɾ/
anulador,[a.nu.laˈð̞oɾ]
anulados,/anuˈlados/
anulados,[a.nuˈla.ð̞os]
anular,/anuˈlaɾ/
anular,[a.nuˈlaɾ]
anulares,/anuˈlaɾes/
anulares,[a.nuˈla.ɾes]
anuleno,/anuˈleno/
anuleno,[a.nuˈle.no]
anunciación,/anunsjaˈsjon/
anunciación,/anunθjaˈθjon/
anunciación,[a.nũn.sjaˈsjõn]
anunciación,[a.nũn̟.θjaˈθjõn]
anunciada,/anunˈsjada/
anunciada,/anunˈθjada/
anunciada,[a.nũnˈsja.ð̞a]
anunciada,[a.nũn̟ˈθja.ð̞a]
anunciadas,/anunˈsjadas/
anunciadas,/anunˈθjadas/
anunciadas,[a.nũnˈsja.ð̞as]
anunciadas,[a.nũn̟ˈθja.ð̞as]
anunciado,/anunˈsjado/
anunciado,/anunˈθjado/
anunciado,[a.nũnˈsja.ð̞o]
anunciado,[a.nũn̟ˈθja.ð̞o]
anunciador,/anunsjaˈdoɾ/
anunciador,/anunθjaˈdoɾ/
anunciador,[a.nũn.sjaˈð̞oɾ]
anunciador,[a.nũn̟.θjaˈð̞oɾ]
anunciados,/anunˈsjados/
anunciados,/anunˈθjados/
anunciados,[a.nũnˈsja.ð̞os]
anunciados,[a.nũn̟ˈθja.ð̞os]
anunciamiento,/anunsjaˈmjento/
anunciamiento,/anunθjaˈmjento/
anunciamiento,[a.nũn.sjaˈmjẽn̪.t̪o]
anunciamiento,[a.nũn̟.θjaˈmjẽn̪.t̪o]
anunciamos,/anunˈsjamos/
anunciamos,/anunˈθjamos/
anunciamos,[a.nũnˈsja.mos]
anunciamos,[a.nũn̟ˈθja.mos]
anunciando,/anunˈsjando/
anunciando,/anunˈθjando/
anunciando,[a.nũnˈsjãn̪.d̪o]
anunciando,[a.nũn̟ˈθjãn̪.d̪o]
anunciar,/anunˈsjaɾ/
anunciar,/anunˈθjaɾ/
anunciar,[a.nũnˈsjaɾ]
anunciar,[a.nũn̟ˈθjaɾ]
anuncio,/aˈnunsjo/
anuncio,/aˈnunθjo/
anuncio,[aˈnũn.sjo]
anuncio,[aˈnũn̟.θjo]
anuo,/ˈanwo/
anuo,[ˈa.nwo]
anuos,/ˈanwos/
anuos,[ˈa.nwos]
anuria,/aˈnuɾja/
anuria,[aˈnu.ɾja]
anuro,/aˈnuɾo/
anuro,[aˈnu.ɾo]
anuros,/aˈnuɾos/
anuros,[aˈnu.ɾos]
anverso,/amˈbeɾso/
anverso,[ãmˈbeɾ.so]
anyway,/ˈeniwei/
anyway,[ˈe.ni.wei̯]
anzaldo,/anˈsaldo/
anzaldo,/anˈθaldo/
anzaldo,[ãnˈsal̪.d̪o]
anzaldo,[ãn̟ˈθal̪.d̪o]
anzoateguiense,/ansoateˈɡjense/
anzoateguiense,/anθoateˈɡjense/
anzoateguiense,[ãn.so.a.t̪eˈɣ̞jẽn.se]
anzoateguiense,[ãn̟.θo.a.t̪eˈɣ̞jẽn.se]
anzoatiguense,/ansoatiˈɡense/
anzoatiguense,/anθoatiˈɡense/
anzoatiguense,[ãn.so.a.t̪iˈɣ̞ẽn.se]
anzoatiguense,[ãn̟.θo.a.t̪iˈɣ̞ẽn.se]
anzoátegui,/ansoˈateɡi/
anzoátegui,/anθoˈateɡi/
anzoátegui,[ãn.soˈa.t̪e.ɣ̞i]
anzoátegui,[ãn̟.θoˈa.t̪e.ɣ̞i]
anzuelo,/anˈswelo/
anzuelo,/anˈθwelo/
anzuelo,[ãnˈswe.lo]
anzuelo,[ãn̟ˈθwe.lo]
anádir,/aˈnadiɾ/
anádir,[aˈna.ð̞iɾ]
anádromo,/aˈnadɾomo/
anádromo,[aˈna.ð̞ɾo.mo]
anáfora,/aˈnafoɾa/
anáfora,[aˈna.fo.ɾa]
anágeno,/aˈnaxeno/
anágeno,[aˈna.xe.no]
análisis,/aˈnalisis/
análisis,[aˈna.li.sis]
análisis clínico,/aˌnalisis ˈkliniko/
análisis clínico,[aˌna.li.sis ˈkli.ni.ko]
análisis complejo,/aˌnalisis komˈplexo/
análisis complejo,[aˌna.li.sis kõmˈple.xo]
análisis de sangre,/aˌnalisis de ˈsanɡɾe/
análisis de sangre,[aˌna.li.siz ð̞e ˈsãŋ.ɡɾe]
análisis químico,/aˌnalisis ˈkimiko/
análisis químico,[aˌna.li.sis ˈki.mi.ko]
análisis real,/aˌnalisis reˈal/
análisis real,[aˌna.li.siz reˈal]
análisis técnico,/aˌnalisis ˈteɡniko/
análisis técnico,[aˌna.li.sis ˈt̪eɣ̞.ni.ko]
análoga,/aˈnaloɡa/
análoga,[aˈna.lo.ɣ̞a]
análogamente,/aˌnaloɡaˈmente/
análogamente,[aˌna.lo.ɣ̞aˈmẽn̪.t̪e]
análogas,/aˈnaloɡas/
análogas,[aˈna.lo.ɣ̞as]
análogo,/aˈnaloɡo/
análogo,[aˈna.lo.ɣ̞o]
análogos,/aˈnaloɡos/
análogos,[aˈna.lo.ɣ̞os]
anápsido,/aˈnabsido/
anápsido,[aˈnaβ̞.si.ð̞o]
anárquica,/aˈnaɾkika/
anárquica,[aˈnaɾ.ki.ka]
anárquicamente,/aˌnaɾkikaˈmente/
anárquicamente,[aˌnaɾ.ki.kaˈmẽn̪.t̪e]
anárquico,/aˈnaɾkiko/
anárquico,[aˈnaɾ.ki.ko]
anástrofe,/aˈnastɾofe/
anástrofe,[aˈnas.t̪ɾo.fe]
anátida,/aˈnatida/
anátida,[aˈna.t̪i.ð̞a]
anátropo,/aˈnatɾopo/
anátropo,[aˈna.t̪ɾo.po]
anécdota,/aˈneɡdota/
anécdota,[aˈneɣ̞.ð̞o.t̪a]
anélido,/aˈnelido/
anélido,[aˈne.li.ð̞o]
anélidos,/aˈnelidos/
anélidos,[aˈne.li.ð̞os]
anémica,/aˈnemika/
anémica,[aˈne.mi.ka]
anémicas,/aˈnemikas/
anémicas,[aˈne.mi.kas]
anémico,/aˈnemiko/
anémico,[aˈne.mi.ko]
anémicos,/aˈnemikos/
anémicos,[aˈne.mi.kos]
anémona,/aˈnemona/
anémona,[aˈne.mo.na]
anémona de mar,/aˌnemona de ˈmaɾ/
anémona de mar,[aˌne.mo.na ð̞e ˈmaɾ]
anémona del japón,/aˌnemona del xaˈpon/
anémona del japón,[aˌne.mo.na ð̞el xaˈpõn]
anéxame,/aˈneɡsame/
anéxame,[aˈneɣ̞.sa.me]
aníbal,/aˈnibal/
aníbal,[aˈni.β̞al]
anímicamente,/aˌnimikaˈmente/
anímicamente,[aˌni.mi.kaˈmẽn̪.t̪e]
anímico,/aˈnimiko/
anímico,[aˈni.mi.ko]
anís,/aˈnis/
anís,[aˈnis]
anís estrella,/aˌnis esˈtɾeʃa/
anís estrella,/aˌnis esˈtɾeʎa/
anís estrella,/aˌnis esˈtɾeʒa/
anís estrella,/aˌnis esˈtɾeʝa/
anís estrella,[aˌnis esˈt̪ɾe.ʃa]
anís estrella,[aˌnis esˈt̪ɾe.ʎa]
anís estrella,[aˌnis esˈt̪ɾe.ʒa]
anís estrella,[aˌnis esˈt̪ɾe.ʝa]
anís estrellado,/aˌnis estɾeˈʃado/
anís estrellado,/aˌnis estɾeˈʎado/
anís estrellado,/aˌnis estɾeˈʒado/
anís estrellado,/aˌnis estɾeˈʝado/
anís estrellado,[aˌnis es.t̪ɾeˈʃa.ð̞o]
anís estrellado,[aˌnis es.t̪ɾeˈʎa.ð̞o]
anís estrellado,[aˌnis es.t̪ɾeˈʒa.ð̞o]
anís estrellado,[aˌnis es.t̪ɾeˈʝa.ð̞o]
anódico,/aˈnodiko/
anódico,[aˈno.ð̞i.ko]
anómala,/aˈnomala/
anómala,[aˈno.ma.la]
anómalamente,/aˌnomalaˈmente/
anómalamente,[aˌno.ma.laˈmẽn̪.t̪e]
anómalas,/aˈnomalas/
anómalas,[aˈno.ma.las]
anómalo,/aˈnomalo/
anómalo,[aˈno.ma.lo]
anómalos,/aˈnomalos/
anómalos,[aˈno.ma.los]
anómero,/aˈnomeɾo/
anómero,[aˈno.me.ɾo]
anómico,/aˈnomiko/
anómico,[aˈno.mi.ko]
anón,/aˈnon/
anón,[aˈnõn]
anónimamente,/aˌnonimaˈmente/
anónimamente,[aˌno.ni.maˈmẽn̪.t̪e]
anónimo,/aˈnonimo/
anónimo,[aˈno.ni.mo]
anósmico,/aˈnosmiko/
anósmico,[aˈnoz.mi.ko]
anúrico,/aˈnuɾiko/
anúrico,[aˈnu.ɾi.ko]
aojada,/aoˈxada/
aojada,[a.oˈxa.ð̞a]
aojadas,/aoˈxadas/
aojadas,[a.oˈxa.ð̞as]
aojado,/aoˈxado/
aojado,[a.oˈxa.ð̞o]
aojados,/aoˈxados/
aojados,[a.oˈxa.ð̞os]
aojar,/aoˈxaɾ/
aojar,[a.oˈxaɾ]
aojo,/aˈoxo/
aojo,[aˈo.xo]
aoristo,/aoˈɾisto/
aoristo,[a.oˈɾis.t̪o]
aorta,/aˈoɾta/
aorta,[aˈoɾ.t̪a]
aorta abdominal,/aˌoɾta abdomiˈnal/
aorta abdominal,[aˌoɾ.t̪a aβ̞.ð̞o.miˈnal]
aorticorrenal,/aoɾtikoreˈnal/
aorticorrenal,[a.oɾ.t̪i.ko.reˈnal]
aorticorrenales,/aoɾtikoreˈnales/
aorticorrenales,[a.oɾ.t̪i.ko.reˈna.les]
aovada,/aoˈbada/
aovada,[a.oˈβ̞a.ð̞a]
aovadas,/aoˈbadas/
aovadas,[a.oˈβ̞a.ð̞as]
aovado,/aoˈbado/
aovado,[a.oˈβ̞a.ð̞o]
aovados,/aoˈbados/
aovados,[a.oˈβ̞a.ð̞os]
aovar,/aoˈbaɾ/
aovar,[a.oˈβ̞aɾ]
aove,/aˈobe/
aove,[aˈo.β̞e]
aoy,/aˈoi/
aoy,[aˈoi̯]
apa,/ˈapa/
apa,[ˈa.pa]
apabullada,/apabuˈʃada/
apabullada,/apabuˈʎada/
apabullada,/apabuˈʒada/
apabullada,/apabuˈʝada/
apabullada,[a.pa.β̞uˈʃa.ð̞a]
apabullada,[a.pa.β̞uˈʎa.ð̞a]
apabullada,[a.pa.β̞uˈʒa.ð̞a]
apabullada,[a.pa.β̞uˈʝa.ð̞a]
apabulladas,/apabuˈʃadas/
apabulladas,/apabuˈʎadas/
apabulladas,/apabuˈʒadas/
apabulladas,/apabuˈʝadas/
apabulladas,[a.pa.β̞uˈʃa.ð̞as]
apabulladas,[a.pa.β̞uˈʎa.ð̞as]
apabulladas,[a.pa.β̞uˈʒa.ð̞as]
apabulladas,[a.pa.β̞uˈʝa.ð̞as]
apabullado,/apabuˈʃado/
apabullado,/apabuˈʎado/
apabullado,/apabuˈʒado/
apabullado,/apabuˈʝado/
apabullado,[a.pa.β̞uˈʃa.ð̞o]
apabullado,[a.pa.β̞uˈʎa.ð̞o]
apabullado,[a.pa.β̞uˈʒa.ð̞o]
apabullado,[a.pa.β̞uˈʝa.ð̞o]
apabullados,/apabuˈʃados/
apabullados,/apabuˈʎados/
apabullados,/apabuˈʒados/
apabullados,/apabuˈʝados/
apabullados,[a.pa.β̞uˈʃa.ð̞os]
apabullados,[a.pa.β̞uˈʎa.ð̞os]
apabullados,[a.pa.β̞uˈʒa.ð̞os]
apabullados,[a.pa.β̞uˈʝa.ð̞os]
apabullante,/apabuˈʃante/
apabullante,/apabuˈʎante/
apabullante,/apabuˈʒante/
apabullante,/apabuˈʝante/
apabullante,[a.pa.β̞uˈʃãn̪.t̪e]
apabullante,[a.pa.β̞uˈʎãn̪.t̪e]
apabullante,[a.pa.β̞uˈʒãn̪.t̪e]
apabullante,[a.pa.β̞uˈʝãn̪.t̪e]
apabullar,/apabuˈʃaɾ/
apabullar,/apabuˈʎaɾ/
apabullar,/apabuˈʒaɾ/
apabullar,/apabuˈʝaɾ/
apabullar,[a.pa.β̞uˈʃaɾ]
apabullar,[a.pa.β̞uˈʎaɾ]
apabullar,[a.pa.β̞uˈʒaɾ]
apabullar,[a.pa.β̞uˈʝaɾ]
apacentada,/apasenˈtada/
apacentada,/apaθenˈtada/
apacentada,[a.pa.sẽn̪ˈt̪a.ð̞a]
apacentada,[a.pa.θẽn̪ˈt̪a.ð̞a]
apacentadas,/apasenˈtadas/
apacentadas,/apaθenˈtadas/
apacentadas,[a.pa.sẽn̪ˈt̪a.ð̞as]
apacentadas,[a.pa.θẽn̪ˈt̪a.ð̞as]
apacentado,/apasenˈtado/
apacentado,/apaθenˈtado/
apacentado,[a.pa.sẽn̪ˈt̪a.ð̞o]
apacentado,[a.pa.θẽn̪ˈt̪a.ð̞o]
apacentados,/apasenˈtados/
apacentados,/apaθenˈtados/
apacentados,[a.pa.sẽn̪ˈt̪a.ð̞os]
apacentados,[a.pa.θẽn̪ˈt̪a.ð̞os]
apacentamiento,/apasentaˈmjento/
apacentamiento,/apaθentaˈmjento/
apacentamiento,[a.pa.sẽn̪.t̪aˈmjẽn̪.t̪o]
apacentamiento,[a.pa.θẽn̪.t̪aˈmjẽn̪.t̪o]
apacentar,/apasenˈtaɾ/
apacentar,/apaθenˈtaɾ/
apacentar,[a.pa.sẽn̪ˈt̪aɾ]
apacentar,[a.pa.θẽn̪ˈt̪aɾ]
apachada,/apaˈt͡ʃada/
apachada,[a.paˈt͡ʃa.ð̞a]
apachadas,/apaˈt͡ʃadas/
apachadas,[a.paˈt͡ʃa.ð̞as]
apachado,/apaˈt͡ʃado/
apachado,[a.paˈt͡ʃa.ð̞o]
apachados,/apaˈt͡ʃados/
apachados,[a.paˈt͡ʃa.ð̞os]
apachar,/apaˈt͡ʃaɾ/
apachar,[a.paˈt͡ʃaɾ]
apache,/aˈpat͡ʃe/
apache,[aˈpa.t͡ʃe]
apacheta,/apaˈt͡ʃeta/
apacheta,[a.paˈt͡ʃe.t̪a]
apachurrada,/apat͡ʃuˈrada/
apachurrada,[a.pa.t͡ʃuˈra.ð̞a]
apachurradas,/apat͡ʃuˈradas/
apachurradas,[a.pa.t͡ʃuˈra.ð̞as]
apachurrado,/apat͡ʃuˈrado/
apachurrado,[a.pa.t͡ʃuˈra.ð̞o]
apachurrados,/apat͡ʃuˈrados/
apachurrados,[a.pa.t͡ʃuˈra.ð̞os]
apachurrar,/apat͡ʃuˈraɾ/
apachurrar,[a.pa.t͡ʃuˈraɾ]
apacibilidad,/apasibiliˈdad/
apacibilidad,/apaθibiliˈdad/
apacibilidad,[a.pa.si.β̞i.liˈð̞að̞]
apacibilidad,[a.pa.θi.β̞i.liˈð̞að̞]
apacible,/apaˈsible/
apacible,/apaˈθible/
apacible,[a.paˈsi.β̞le]
apacible,[a.paˈθi.β̞le]
apaciblemente,/apaˌsibleˈmente/
apaciblemente,/apaˌθibleˈmente/
apaciblemente,[a.paˌsi.β̞leˈmẽn̪.t̪e]
apaciblemente,[a.paˌθi.β̞leˈmẽn̪.t̪e]
apaciguada,/apasiˈɡwada/
apaciguada,/apaθiˈɡwada/
apaciguada,[a.pa.siˈɣ̞wa.ð̞a]
apaciguada,[a.pa.θiˈɣ̞wa.ð̞a]
apaciguadas,/apasiˈɡwadas/
apaciguadas,/apaθiˈɡwadas/
apaciguadas,[a.pa.siˈɣ̞wa.ð̞as]
apaciguadas,[a.pa.θiˈɣ̞wa.ð̞as]
apaciguado,/apasiˈɡwado/
apaciguado,/apaθiˈɡwado/
apaciguado,[a.pa.siˈɣ̞wa.ð̞o]
apaciguado,[a.pa.θiˈɣ̞wa.ð̞o]
apaciguador,/apasiɡwaˈdoɾ/
apaciguador,/apaθiɡwaˈdoɾ/
apaciguador,[a.pa.si.ɣ̞waˈð̞oɾ]
apaciguador,[a.pa.θi.ɣ̞waˈð̞oɾ]
apaciguadora,/apasiɡwaˈdoɾa/
apaciguadora,/apaθiɡwaˈdoɾa/
apaciguadora,[a.pa.si.ɣ̞waˈð̞o.ɾa]
apaciguadora,[a.pa.θi.ɣ̞waˈð̞o.ɾa]
apaciguados,/apasiˈɡwados/
apaciguados,/apaθiˈɡwados/
apaciguados,[a.pa.siˈɣ̞wa.ð̞os]
apaciguados,[a.pa.θiˈɣ̞wa.ð̞os]
apaciguar,/apasiˈɡwaɾ/
apaciguar,/apaθiˈɡwaɾ/
apaciguar,[a.pa.siˈɣ̞waɾ]
apaciguar,[a.pa.θiˈɣ̞waɾ]
apadrinada,/apadɾiˈnada/
apadrinada,[a.pa.ð̞ɾiˈna.ð̞a]
apadrinadas,/apadɾiˈnadas/
